"0","# frequency by year"
"0",""
"0","frequency <- hazards %>%"
"0","  group_by(Year) %>% "
"0","  dplyr::summarise(events.pa = n())"
"0",""
"0","#poisson"
"0","fit_poisson <- fitdistr(frequency$events.pa, ""Poisson"")"
"0",""
"0","ks_poisson <- ks.test(unique(frequency$events.pa), ""ppois"", lambda = 49.704918)"
"0","ad_poisson <- ad.test(frequency$events.pa, ""ppois"", lambda = 49.704918)"
"0","cvm_poisson <- cvm.test(frequency$events.pa, ""ppois"", lambda = 49.704918)"
"0",""
"0","#negative binomial"
"0","fit_nbin <- fitdistr(frequency$events.pa, ""negative binomial"")"
"0",""
"0","ks_nbin <- ks.test(unique(frequency$events.pa), ""pnbinom"", size = 1.948557, mu = 49.704918)"
"0","ad_nbin <- ad.test(frequency$events.pa, ""pnbinom"", size = 1.948557, mu = 49.704918)"
"0","cvm_nbin <- cvm.test(frequency$events.pa, ""pnbinom"", size = 1.948557, mu = 49.704918)"
"0",""
"0",""
"0",""
